fid,iid,rep,alg_B8,alg_B16,alg_B24,alg_B32,alg_B40
13,4,11,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,12,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,13,BFGS,Non-elitist,BFGS,BFGS,BFGS
13,4,14,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,15,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,4,16,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,17,BFGS,BFGS,BFGS,BFGS,BFGS
13,4,18,Non-elitist,BFGS,BFGS,BFGS,BFGS
13,4,19,BFGS,BFGS,BFGS,BFGS,BFGS
13,5,0,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
13,5,1,BFGS,Non-elitist,BFGS,BFGS,BFGS
13,5,2,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
13,5,4,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS
13,5,5,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,6,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
13,5,7,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,8,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,9,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
13,5,10,Non-elitist,Non-elitist,BFGS,Non-elitist,BFGS
13,5,11,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,12,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
13,5,13,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,14,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,15,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,16,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
13,5,17,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,18,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
13,5,19,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
14,1,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,4,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
14,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
14,1,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,15,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
14,1,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
14,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,10,Non-elitist,Non-elitist,BFGS,Non-elitist,Non-elitist
14,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,0,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
14,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,2,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
14,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,4,Non-elitist,Non-elitist,BFGS,BFGS,BFGS
14,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,10,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
14,3,11,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist
14,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,14,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
14,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,18,MLSL,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,15,Non-elitist,Non-elitist,BFGS,BFGS,Non-elitist
14,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
14,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,4,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
14,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,17,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
14,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
14,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,1,0,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,1,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,2,BFGS,BFGS,BFGS,Non-elitist,BFGS
15,1,3,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,4,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,5,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,6,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,7,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,8,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,9,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
15,1,10,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
15,1,11,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,12,BFGS,BFGS,BFGS,BFGS,BFGS
15,1,13,BFGS,BFGS,BFGS,BFGS,Non-elitist
15,1,14,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,15,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,16,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,1,17,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
15,1,18,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
15,1,19,BFGS,BFGS,Non-elitist,Non-elitist,Non-elitist
15,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,10,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
15,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,2,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Same
15,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,0,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
15,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
15,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,5,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,2,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,14,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,2,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,2,19,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,3,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,4,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,3,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,8,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,3,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,10,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,3,11,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,3,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,3,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,4,Non-elitist,PSO,Non-elitist,Non-elitist,Non-elitist
16,4,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,4,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,2,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,10,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
16,5,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,0,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,1,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,2,Non-elitist,Non-elitist,Non-elitist,BFGS,BFGS
17,1,3,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,4,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,5,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,6,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
17,1,7,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,8,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,9,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,10,Non-elitist,Non-elitist,Non-elitist,BFGS,Non-elitist
17,1,11,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,12,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,13,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,14,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,15,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,16,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,17,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
17,1,18,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS
17,1,19,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
